CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,Churned
13002,31,16,3371.4700000000003,2,1,2,5,Hibernating,2,0
13003,7,30,5269.28,5,5,5,15,Champions,5,0
13004,135,18,1826.05,1,1,1,3,Hibernating,4,1
13005,6,20,4340.6900000000005,5,2,4,11,New Customers,3,0
13006,7,19,2891.04,5,1,1,7,New Customers,3,0
13007,22,29,4439.25,3,5,4,12,Loyal Customers,0,0
13008,15,25,4098.04,4,3,4,11,Loyal Customers,0,0
13009,1,26,2902.11,5,4,1,10,Champions,3,0
13010,23,29,5575.34,3,5,5,13,Loyal Customers,5,0
13011,14,26,3587.9,4,4,3,11,Champions,0,0
13012,7,19,2459.69,5,1,1,7,New Customers,2,0
13013,1,28,4770.88,5,4,4,13,Champions,0,0
13014,35,28,3489.37,2,4,2,8,At-Risk,0,0
13015,47,30,4762.69,2,5,4,11,At-Risk,5,0
13016,5,27,3929.15,5,4,3,12,Champions,0,0
13017,8,22,3394.79,5,2,2,9,New Customers,3,0
13018,102,24,4267.54,1,3,4,8,At-Risk,1,1
13019,31,26,4447.88,2,4,4,10,At-Risk,0,0
13020,1,27,4504.13,5,4,4,13,Champions,0,0
13021,47,16,2419.94,2,1,1,4,Hibernating,2,0
13022,31,20,3886.53,2,2,3,7,Hibernating,3,0
13023,91,24,2884.85,1,3,1,5,At-Risk,4,1
13024,15,27,5450.04,4,4,5,13,Champions,0,0
13025,1,24,4975.76,5,3,5,13,Loyal Customers,0,0
13026,5,27,3593.17,5,4,3,12,Champions,0,0
13027,119,26,4885.34,1,4,5,10,At-Risk,4,1
13028,44,25,2540.36,2,3,1,6,At-Risk,3,0
13029,50,23,3838.18,1,3,3,7,At-Risk,1,0
13030,61,23,4341.37,1,3,4,8,At-Risk,1,0
13031,36,23,3284.04,2,3,2,7,At-Risk,3,0
13032,123,29,4180.2699999999995,1,5,4,10,At-Risk,4,1
13033,167,17,2653.7,1,1,1,3,Hibernating,4,1
13034,8,31,3621.59,5,5,3,13,Champions,0,0
13035,2,22,3729.01,5,2,3,10,New Customers,3,0
13036,35,30,4048.05,2,5,3,10,At-Risk,0,0
13037,42,23,3675.35,2,3,3,8,At-Risk,1,0
13038,15,22,3226.94,4,2,2,8,New Customers,3,0
13039,35,21,2682.92,2,2,1,5,Hibernating,2,0
13040,28,22,3388.78,3,2,2,7,Potential Loyalists,3,0
13041,19,29,5756.89,3,5,5,13,Loyal Customers,5,0
13042,15,18,2077.03,4,1,1,6,New Customers,2,0
13043,23,23,3029.73,3,3,2,8,Loyal Customers,3,0
13044,19,20,4001.88,3,2,3,8,Potential Loyalists,3,0
13045,42,22,2681.93,2,2,1,5,Hibernating,2,0
13046,31,27,2978.1,2,4,2,8,At-Risk,3,0
13047,47,25,4836.79,2,3,5,10,At-Risk,1,0
13048,9,19,3090.45,4,1,2,7,New Customers,3,0
13049,26,21,3558.51,3,2,3,8,Potential Loyalists,3,0
13050,1,26,3052.05,5,4,2,11,Champions,3,0
13051,45,19,3301.65,2,1,2,5,Hibernating,2,0
13052,13,18,2292.41,4,1,1,6,New Customers,2,0
13053,9,23,4503.4,4,3,4,11,Loyal Customers,0,0
13054,69,16,2477.39,1,1,1,3,Hibernating,2,0
13055,24,20,2371.42,3,2,1,6,Potential Loyalists,2,0
13056,26,24,3292.92,3,3,2,8,Loyal Customers,3,0
13057,13,15,3466.6800000000003,4,1,2,7,New Customers,2,0
13058,71,18,3517.44,1,1,2,4,Hibernating,1,0
13059,3,21,2837.06,5,2,1,8,New Customers,3,0
13060,6,20,3420.05,5,2,2,9,New Customers,3,0
13061,18,32,6709.0199999999995,3,5,5,13,Loyal Customers,5,0
13062,21,26,5363.99,3,4,5,12,Loyal Customers,0,0
13063,1,17,2424.92,5,1,1,7,New Customers,2,0
13064,13,31,5542.12,4,5,5,14,Champions,5,0
13065,85,27,3903.94,1,4,3,8,At-Risk,1,0
13066,3,21,3364.1099999999997,5,2,2,9,New Customers,3,0
13067,7,26,4025.92,5,4,3,12,Champions,0,0
13068,54,18,2359.46,1,1,1,3,Hibernating,2,0
13069,48,33,6793.25,2,5,5,12,At-Risk,5,0
13070,1,22,3909.71,5,2,3,10,New Customers,3,0
13071,2,28,5262.01,5,4,5,14,Champions,0,0
13072,21,24,3742.38,3,3,3,9,Loyal Customers,3,0
13073,2,24,4042.6299999999997,5,3,3,11,Loyal Customers,0,0
13074,103,14,1868.18,1,1,1,3,Hibernating,4,1
13075,55,22,3912.8399999999997,1,2,3,6,Hibernating,1,0
13076,48,26,4317.49,2,4,4,10,At-Risk,1,0
13077,75,21,3527.55,1,2,2,5,Hibernating,1,0
13078,40,28,4513.47,2,4,4,10,At-Risk,0,0
13079,4,22,2868.48,5,2,1,8,New Customers,3,0
13080,17,26,4558.58,4,4,4,12,Champions,0,0
13081,8,23,4133.98,5,3,4,12,Loyal Customers,3,0
13082,35,28,4845.19,2,4,5,11,At-Risk,0,0
13083,73,23,3987.3900000000003,1,3,3,7,At-Risk,1,0
13084,15,26,3412.48,4,4,2,10,Champions,3,0
13085,75,22,3056.42,1,2,2,5,Hibernating,1,0
13086,61,35,5370.03,1,5,5,11,At-Risk,5,0
13087,54,22,1949.52,1,2,1,4,Hibernating,2,0
13088,48,23,3296.48,2,3,2,7,At-Risk,1,0
13089,22,21,3558.46,3,2,3,8,Potential Loyalists,3,0
13090,24,22,4423.54,3,2,4,9,Potential Loyalists,3,0
13091,22,25,3155.88,3,3,2,8,Loyal Customers,3,0
13092,13,26,3812.27,4,4,3,11,Champions,0,0
13093,57,26,4491.33,1,4,4,9,At-Risk,1,0
13094,17,26,2847.4,4,4,1,9,Champions,3,0
13095,22,30,5263.25,3,5,5,13,Loyal Customers,5,0
13096,66,17,2767.62,1,1,1,3,Hibernating,2,0
13097,35,22,4223.49,2,2,4,8,Hibernating,3,0
13098,39,23,3100.3,2,3,2,7,At-Risk,3,0
13099,29,28,4490.22,3,4,4,11,Loyal Customers,0,0
13100,4,20,3576.48,5,2,3,10,New Customers,3,0
13101,27,20,3565.0299999999997,3,2,3,8,Potential Loyalists,3,0
13102,8,27,3662.25,5,4,3,12,Champions,0,0
13103,4,27,4983.3,5,4,5,14,Champions,0,0
13104,23,28,3907.27,3,4,3,10,Loyal Customers,0,0
13105,10,31,6242.69,4,5,5,14,Champions,5,0
13106,21,30,4091.2400000000002,3,5,4,12,Loyal Customers,0,0
13107,40,29,4296.93,2,5,4,11,At-Risk,0,0
13108,8,24,2246.91,5,3,1,9,Loyal Customers,3,0
13109,13,24,3956.5,4,3,3,10,Loyal Customers,3,0
13110,2,30,6447.42,5,5,5,15,Champions,5,0
13111,5,24,3553.37,5,3,3,11,Loyal Customers,3,0
13112,18,21,4354.7300000000005,3,2,4,9,Potential Loyalists,3,0
13113,26,17,2826.99,3,1,1,5,Potential Loyalists,2,0
13114,20,22,4268.69,3,2,4,9,Potential Loyalists,3,0
13115,32,24,3481.79,2,3,2,7,At-Risk,3,0
13116,6,32,6549.81,5,5,5,15,Champions,5,0
13117,18,27,3379.68,3,4,2,9,Loyal Customers,0,0
13118,22,30,7234.69,3,5,5,13,Loyal Customers,5,0
13119,76,20,2195.92,1,2,1,4,Hibernating,2,0
13120,4,32,6058.86,5,5,5,15,Champions,5,0
13121,10,23,3403.36,4,3,2,9,Loyal Customers,3,0
13122,7,27,3845.77,5,4,3,12,Champions,0,0
13123,43,24,3872.87,2,3,3,8,At-Risk,1,0
13124,25,28,5131.67,3,4,5,12,Loyal Customers,0,0
13125,3,19,2721.66,5,1,1,7,New Customers,3,0
13126,12,30,3703.04,4,5,3,12,Champions,0,0
13127,30,22,2821.75,2,2,1,5,Hibernating,3,0
13128,52,21,3407.74,1,2,2,5,Hibernating,1,0
13129,6,20,3108.88,5,2,2,9,New Customers,3,0
13130,5,28,5072.05,5,4,5,14,Champions,0,0
13131,20,30,5006.32,3,5,5,13,Loyal Customers,5,0
13132,12,28,4523.6,4,4,4,12,Champions,0,0
13133,15,21,2479.27,4,2,1,7,New Customers,3,0
13134,40,20,3667.22,2,2,3,7,Hibernating,3,0
13135,6,27,5441.27,5,4,5,14,Champions,0,0
13136,11,28,4795.0599999999995,4,4,4,12,Champions,0,0
13137,21,19,2824.0099999999998,3,1,1,5,Potential Loyalists,2,0
13138,24,28,4340.2,3,4,4,11,Loyal Customers,0,0
13139,12,26,4095.38,4,4,4,12,Champions,0,0
13140,34,23,3290.81,2,3,2,7,At-Risk,3,0
13141,20,14,2201.24,3,1,1,5,Potential Loyalists,2,0
13142,26,24,3083.25,3,3,2,8,Loyal Customers,3,0
13143,28,23,3478.37,3,3,2,8,Loyal Customers,3,0
13144,40,24,4305.92,2,3,4,9,At-Risk,1,0
13145,43,12,2437.02,2,1,1,4,Hibernating,2,0
13146,19,22,4015.21,3,2,3,8,Potential Loyalists,3,0
13147,22,22,4264.58,3,2,4,9,Potential Loyalists,3,0
13148,28,27,2905.96,3,4,1,8,Loyal Customers,3,0
13149,4,35,4953.24,5,5,5,15,Champions,5,0
13150,21,38,5834.61,3,5,5,13,Loyal Customers,5,0
13151,30,24,3395.19,2,3,2,7,At-Risk,3,0
13152,130,19,3977.68,1,1,3,5,Hibernating,4,1
13153,38,26,4513.58,2,4,4,10,At-Risk,0,0
13154,147,19,3990.0499999999997,1,1,3,5,Hibernating,4,1
13155,15,18,1951.79,4,1,1,6,New Customers,2,0
13156,4,28,4387.9400000000005,5,4,4,13,Champions,0,0
13157,6,27,4426.7,5,4,4,13,Champions,0,0
13158,62,20,3460.23,1,2,2,5,Hibernating,1,0
13159,115,16,2867.6400000000003,1,1,1,3,Hibernating,4,1
13160,88,23,4155.99,1,3,4,8,At-Risk,1,0
13161,50,24,4535.87,1,3,4,8,At-Risk,1,0
13162,8,23,4783.82,5,3,4,12,Loyal Customers,0,0
13163,96,23,3420.4300000000003,1,3,2,6,At-Risk,4,1
13164,43,17,2201.76,2,1,1,4,Hibernating,2,0
13165,29,27,2372.17,3,4,1,8,Loyal Customers,3,0
13166,3,29,4897.55,5,5,5,15,Champions,0,0
13167,13,25,2823.2999999999997,4,3,1,8,Loyal Customers,3,0
13168,2,24,3400.83,5,3,2,10,Loyal Customers,3,0
13169,71,26,4183.66,1,4,4,9,At-Risk,1,0
13170,3,27,4894.79,5,4,5,14,Champions,0,0
13171,80,22,3640.28,1,2,3,6,Hibernating,1,0
13172,18,29,4522.53,3,5,4,12,Loyal Customers,0,0
13173,10,20,3609.9900000000002,4,2,3,9,New Customers,3,0
13174,6,23,2464.86,5,3,1,9,Loyal Customers,3,0
13175,40,24,3851.51,2,3,3,8,At-Risk,1,0
13176,49,31,5125.69,2,5,5,12,At-Risk,5,0
13177,29,29,3594.68,3,5,3,11,Loyal Customers,0,0
13178,16,25,3833.32,4,3,3,10,Loyal Customers,0,0
13179,10,27,4392.110000000001,4,4,4,12,Champions,0,0
13180,24,21,4770.58,3,2,4,9,Potential Loyalists,0,0
13181,32,25,4352.82,2,3,4,9,At-Risk,0,0
13182,40,27,4896.66,2,4,5,11,At-Risk,0,0
13183,45,32,5669.08,2,5,5,12,At-Risk,5,0
13184,14,28,3974.36,4,4,3,11,Champions,0,0
13185,72,18,2248.78,1,1,1,3,Hibernating,2,0
13186,11,26,4392.45,4,4,4,12,Champions,0,0
13187,5,22,3793.49,5,2,3,10,New Customers,3,0
13188,23,23,3666.79,3,3,3,9,Loyal Customers,3,0
13189,84,18,2033.4199999999998,1,1,1,3,Hibernating,4,0
13190,34,26,6821.02,2,4,5,11,At-Risk,5,0
13191,11,24,2872.9300000000003,4,3,1,8,Loyal Customers,3,0
13192,11,22,4357.98,4,2,4,10,New Customers,3,0
13193,47,20,3341.47,2,2,2,6,Hibernating,2,0
13194,26,15,3119.52,3,1,2,6,Potential Loyalists,2,0
13195,13,33,5514.56,4,5,5,14,Champions,5,0
13196,26,22,1852.69,3,2,1,6,Potential Loyalists,2,0
13197,6,29,3829.88,5,5,3,13,Champions,0,0
13198,6,25,3886.74,5,3,3,11,Loyal Customers,0,0
13199,34,21,3005.85,2,2,2,6,Hibernating,3,0
13200,10,26,5662.62,4,4,5,13,Champions,0,0
13201,2,23,3441.79,5,3,2,10,Loyal Customers,3,0
13202,2,34,3763.91,5,5,3,13,Champions,0,0
13203,36,23,3121.63,2,3,2,7,At-Risk,3,0
13204,14,26,4990.03,4,4,5,13,Champions,0,0
13205,3,27,2826.8,5,4,1,10,Champions,3,0
13206,72,25,3519.68,1,3,2,6,At-Risk,1,0
13207,86,16,1574.4399999999998,1,1,1,3,Hibernating,4,0
13208,16,29,4491.5,4,5,4,13,Champions,0,0
13209,25,22,3201.11,3,2,2,7,Potential Loyalists,3,0
13210,60,19,3392.37,1,1,2,4,Hibernating,2,0
13211,4,27,5092.38,5,4,5,14,Champions,0,0
13212,31,23,3531.37,2,3,3,8,At-Risk,3,0
13213,46,20,2523.12,2,2,1,5,Hibernating,2,0
13214,38,28,3999.79,2,4,3,9,At-Risk,0,0
13215,22,34,5877.51,3,5,5,13,Loyal Customers,5,0
13216,51,18,2314.86,1,1,1,3,Hibernating,2,0
13217,5,21,3454.42,5,2,2,9,New Customers,3,0
13218,8,31,4785.26,5,5,4,14,Champions,5,0
13219,39,24,2810.05,2,3,1,6,At-Risk,3,0
13220,4,21,2441.0099999999998,5,2,1,8,New Customers,3,0
13221,7,23,3036.97,5,3,2,10,Loyal Customers,3,0
13222,15,24,5368.34,4,3,5,12,Loyal Customers,0,0
13223,9,28,3758.4900000000002,4,4,3,11,Champions,0,0
13224,22,30,4415.0199999999995,3,5,4,12,Loyal Customers,0,0
13225,23,28,3724.7200000000003,3,5,3,11,Loyal Customers,0,0
13226,2,26,4904.52,5,4,5,14,Champions,0,0
13227,57,28,5751.22,1,5,5,11,At-Risk,5,0
13228,58,29,5691.4,1,5,5,11,At-Risk,5,0
13229,45,27,2597.74,2,4,1,7,At-Risk,1,0
13230,30,19,2812.7,2,1,1,4,Hibernating,2,0
13231,37,18,2428.27,2,1,1,4,Hibernating,2,0
13232,16,20,3585.69,4,2,3,9,New Customers,3,0
13233,8,33,4322.55,5,5,4,14,Champions,0,0
13234,20,16,2484.38,3,1,1,5,Potential Loyalists,2,0
13235,24,29,3820.08,3,5,3,11,Loyal Customers,0,0
13236,37,17,2474.1,2,1,1,4,Hibernating,2,0
13237,16,32,5015.77,4,5,5,14,Champions,5,0
13238,5,17,2524.89,5,1,1,7,New Customers,2,0
13239,27,25,3841.2,3,3,3,9,Loyal Customers,0,0
13240,35,28,5268.12,2,5,5,12,At-Risk,5,0
13241,5,28,3560.04,5,5,3,13,Champions,0,0
13242,7,36,5012.07,5,5,5,15,Champions,5,0
13243,7,32,5239.11,5,5,5,15,Champions,5,0
13244,71,27,4610.0,1,4,4,9,At-Risk,1,0
13245,1,35,5848.37,5,5,5,15,Champions,5,0
13246,1,20,2788.67,5,2,1,8,New Customers,3,0
13247,202,20,2805.02,1,2,1,4,Hibernating,4,1
13248,8,33,5052.89,5,5,5,15,Champions,5,0
13249,2,28,4316.29,5,5,4,14,Champions,0,0
13250,38,18,4317.91,2,1,4,7,Hibernating,3,0
13251,20,19,2462.75,3,1,1,5,Potential Loyalists,2,0
13252,1,18,2782.04,5,1,1,7,New Customers,3,0
13253,24,30,5940.5,3,5,5,13,Loyal Customers,5,0
13254,13,32,5329.16,4,5,5,14,Champions,5,0
13255,37,25,4422.45,2,3,4,9,At-Risk,0,0
13256,18,25,5691.37,3,3,5,11,Loyal Customers,0,0
13257,10,24,3662.5299999999997,4,3,3,10,Loyal Customers,3,0
13258,50,20,3116.4700000000003,1,2,2,5,Hibernating,2,0
13259,14,20,2904.82,4,2,1,7,New Customers,3,0
13260,35,25,3919.3,2,3,3,8,At-Risk,1,0
13261,22,26,4923.41,3,4,5,12,Loyal Customers,0,0
13262,26,25,3469.29,3,3,2,8,Loyal Customers,3,0
13263,39,23,5020.59,2,3,5,10,At-Risk,0,0
13264,8,37,5809.76,5,5,5,15,Champions,5,0
13265,41,30,4911.55,2,5,5,12,At-Risk,5,0
13266,49,22,3143.25,2,2,2,6,Hibernating,1,0
13267,18,28,5120.629999999999,3,5,5,13,Loyal Customers,0,0
13268,19,21,2796.81,3,2,1,6,Potential Loyalists,3,0
13269,13,20,2911.63,4,2,1,7,New Customers,3,0
13270,1,24,4093.95,5,3,4,12,Loyal Customers,0,0
13271,14,23,4682.63,4,3,4,11,Loyal Customers,0,0
13272,23,19,2400.01,3,1,1,5,Potential Loyalists,2,0
13273,18,18,2475.11,3,1,1,5,Potential Loyalists,2,0
13274,21,38,6776.86,3,5,5,13,Loyal Customers,5,0
13275,22,27,4113.55,3,4,4,11,Loyal Customers,0,0
13276,67,28,4204.06,1,5,4,10,At-Risk,1,0
13277,64,33,4765.3,1,5,4,10,At-Risk,5,0
13278,3,28,3733.13,5,5,3,13,Champions,0,0
13279,19,25,3599.95,3,3,3,9,Loyal Customers,3,0
13280,27,16,2402.42,3,1,1,5,Potential Loyalists,2,0
13281,9,29,5457.69,4,5,5,14,Champions,5,0
13282,10,22,2944.27,4,2,2,8,New Customers,3,0
13283,59,19,2818.3599999999997,1,1,1,3,Hibernating,2,0
13284,28,18,3506.9,3,1,2,6,Potential Loyalists,2,0
13285,7,23,3308.37,5,3,2,10,Loyal Customers,3,0
13286,26,36,5501.87,3,5,5,13,Loyal Customers,5,0
13287,11,21,6361.74,4,2,5,11,New Customers,0,0
13288,3,26,4928.2300000000005,5,4,5,14,Champions,0,0
13289,57,19,2497.35,1,1,1,3,Hibernating,2,0
13290,46,27,4047.23,2,4,3,9,At-Risk,1,0
13291,22,33,4304.400000000001,3,5,4,12,Loyal Customers,5,0
13292,55,32,5461.3099999999995,1,5,5,11,At-Risk,5,0
13293,235,24,3733.84,1,3,3,7,At-Risk,4,1
13294,27,23,3532.79,3,3,3,9,Loyal Customers,3,0
13295,31,24,4696.3099999999995,2,3,4,9,At-Risk,0,0
13296,3,26,4748.82,5,4,4,13,Champions,0,0
13297,68,28,5356.03,1,5,5,11,At-Risk,1,0
13298,7,15,2245.82,5,1,1,7,New Customers,2,0
13299,216,15,2178.98,1,1,1,3,Hibernating,4,1
13300,17,35,4776.610000000001,4,5,4,13,Champions,5,0
13301,18,26,4067.5299999999997,3,4,3,10,Loyal Customers,0,0
13302,20,23,4774.3,3,3,4,10,Loyal Customers,0,0
13303,21,33,4164.12,3,5,4,12,Loyal Customers,0,0
13304,22,26,4869.34,3,4,5,12,Loyal Customers,0,0
13305,56,24,4639.76,1,3,4,8,At-Risk,1,0
13306,2,25,4255.2,5,3,4,12,Loyal Customers,0,0
13307,20,22,3534.49,3,2,3,8,Potential Loyalists,3,0
13308,50,17,1891.48,1,1,1,3,Hibernating,2,0
13309,12,24,3985.6200000000003,4,3,3,10,Loyal Customers,3,0
13310,30,26,3691.48,2,4,3,9,At-Risk,0,0
13311,8,25,4747.61,5,3,4,12,Loyal Customers,0,0
13312,18,27,3555.4300000000003,3,4,3,10,Loyal Customers,0,0
13313,40,27,4344.91,2,4,4,10,At-Risk,0,0
13314,5,25,4219.36,5,3,4,12,Loyal Customers,0,0
13315,15,27,4555.099999999999,4,4,4,12,Champions,0,0
13316,3,26,3082.32,5,4,2,11,Champions,3,0
13317,75,21,5612.7699999999995,1,2,5,8,Hibernating,1,0
13318,17,29,5117.91,4,5,5,14,Champions,5,0
13319,78,24,4924.99,1,3,5,9,At-Risk,1,0
13320,15,26,3714.52,4,4,3,11,Champions,0,0
13321,27,27,5825.07,3,4,5,12,Loyal Customers,5,0
13322,9,25,3814.27,4,3,3,10,Loyal Customers,0,0
13323,17,16,3010.73,4,1,2,7,New Customers,2,0
13324,4,22,3578.55,5,2,3,10,New Customers,3,0
13325,106,22,2979.58,1,2,2,5,Hibernating,4,1
13326,61,24,3181.16,1,3,2,6,At-Risk,1,0
13327,41,25,4175.71,2,3,4,9,At-Risk,1,0
13328,48,26,5218.12,2,4,5,11,At-Risk,1,0
13329,40,24,3785.08,2,3,3,8,At-Risk,1,0
13330,93,21,2879.56,1,2,1,4,Hibernating,4,1
13331,36,22,2080.3,2,2,1,5,Hibernating,2,0
13332,20,25,3024.2200000000003,3,4,2,9,Loyal Customers,3,0
13333,4,27,3952.92,5,4,3,12,Champions,0,0
13334,45,23,2453.67,2,3,1,6,At-Risk,2,0
13335,17,34,6292.32,4,5,5,14,Champions,5,0
13336,55,23,3938.13,1,3,3,7,At-Risk,1,0
13337,22,34,5296.900000000001,3,5,5,13,Loyal Customers,5,0
13338,23,25,2833.23,3,4,1,8,Loyal Customers,3,0
13339,34,30,5770.15,2,5,5,12,At-Risk,5,0
13340,101,22,2877.5,1,2,1,4,Hibernating,4,1
13341,7,17,2428.54,5,1,1,7,New Customers,2,0
13342,6,23,3762.22,5,3,3,11,Loyal Customers,3,0
13343,7,24,5433.3,5,3,5,13,Loyal Customers,0,0
13344,59,22,2929.07,1,2,1,4,Hibernating,1,0
13345,4,25,3770.72,5,4,3,12,Champions,3,0
13346,9,22,3176.17,4,2,2,8,New Customers,3,0
13347,6,30,5558.9,5,5,5,15,Champions,5,0
13348,12,16,3736.5,4,1,3,8,New Customers,3,0
13349,23,22,3270.41,3,2,2,7,Potential Loyalists,3,0
13350,55,27,4359.93,1,4,4,9,At-Risk,1,0
13351,8,21,3140.92,5,2,2,9,New Customers,3,0
13352,15,24,3384.2599999999998,4,3,2,9,Loyal Customers,3,0
13353,12,25,4070.52,4,4,4,12,Champions,0,0
13354,8,31,6513.68,5,5,5,15,Champions,5,0
13355,51,23,3361.7999999999997,1,3,2,6,At-Risk,1,0
13356,16,35,5950.91,4,5,5,14,Champions,5,0
13357,25,29,4675.77,3,5,4,12,Loyal Customers,0,0
13358,1,24,5776.67,5,3,5,13,Loyal Customers,0,0
13359,31,19,3342.64,2,1,2,5,Hibernating,2,0
13360,46,23,4856.29,2,3,5,10,At-Risk,1,0
13361,16,24,3171.38,4,3,2,9,Loyal Customers,3,0
13362,4,19,2826.72,5,1,1,7,New Customers,3,0
13363,77,24,3422.33,1,3,2,6,At-Risk,1,0
13364,50,24,4006.12,1,3,3,7,At-Risk,1,0
13365,59,22,2346.54,1,2,1,4,Hibernating,2,0
13366,23,20,3372.0,3,2,2,7,Potential Loyalists,3,0
13367,62,24,3449.9,1,3,2,6,At-Risk,1,0
13368,11,31,3913.92,4,5,3,12,Champions,0,0
13369,38,22,3656.72,2,2,3,7,Hibernating,3,0
13370,19,14,1763.4,3,1,1,5,Potential Loyalists,2,0
13371,22,28,4737.28,3,5,4,12,Loyal Customers,0,0
13372,51,23,3873.2,1,3,3,7,At-Risk,1,0
13373,50,25,3256.5099999999998,1,4,2,7,At-Risk,1,0
13374,113,20,3514.03,1,2,2,5,Hibernating,4,1
13375,11,24,4269.38,4,3,4,11,Loyal Customers,0,0
13376,10,25,4221.79,4,4,4,12,Champions,0,0
13377,29,24,4097.03,3,3,4,10,Loyal Customers,0,0
13378,27,23,3645.93,3,3,3,9,Loyal Customers,3,0
13379,3,23,2461.27,5,3,1,9,Loyal Customers,3,0
13380,76,18,1953.24,1,1,1,3,Hibernating,2,0
13381,11,35,4460.28,4,5,4,13,Champions,5,0
13382,46,36,6282.38,2,5,5,12,At-Risk,5,0
13383,14,20,2483.96,4,2,1,7,New Customers,2,0
13384,2,30,4327.61,5,5,4,14,Champions,0,0
13385,45,25,3742.12,2,4,3,9,At-Risk,1,0
13386,27,21,2646.73,3,2,1,6,Potential Loyalists,2,0
13387,39,24,3746.4500000000003,2,3,3,8,At-Risk,1,0
13388,49,18,2142.8,2,1,1,4,Hibernating,2,0
13389,42,31,4814.2699999999995,2,5,5,12,At-Risk,5,0
13390,23,21,2822.77,3,2,1,6,Potential Loyalists,3,0
13391,41,18,3499.56,2,1,2,5,Hibernating,2,0
13392,42,19,2437.87,2,1,1,4,Hibernating,2,0
13393,26,30,5177.38,3,5,5,13,Loyal Customers,5,0
13394,84,22,3327.94,1,2,2,5,Hibernating,1,0
13395,65,21,3672.62,1,2,3,6,Hibernating,1,0
13396,50,21,2338.41,1,2,1,4,Hibernating,2,0
13397,82,21,3591.56,1,2,3,6,Hibernating,1,0
13398,29,29,3465.06,3,5,2,10,Loyal Customers,0,0
13399,36,21,4049.37,2,2,3,7,Hibernating,3,0
13400,6,21,3865.92,5,2,3,10,New Customers,3,0
13401,9,26,3380.15,4,4,2,10,Champions,3,0
13402,2,35,5701.67,5,5,5,15,Champions,5,0
13403,17,18,3037.44,4,1,2,7,New Customers,2,0
13404,16,20,3402.75,4,2,2,8,New Customers,3,0
13405,16,25,6223.54,4,4,5,13,Champions,5,0
13406,70,28,4754.83,1,5,4,10,At-Risk,1,0
13407,52,25,4046.18,1,4,3,8,At-Risk,1,0
13408,4,22,3562.13,5,2,3,10,New Customers,3,0
13409,6,21,4136.39,5,2,4,11,New Customers,3,0
13410,9,33,5291.9,4,5,5,14,Champions,5,0
13411,53,24,4240.87,1,3,4,8,At-Risk,1,0
13412,57,22,3218.6,1,2,2,5,Hibernating,1,0
13413,1,31,7671.44,5,5,5,15,Champions,5,0
13414,37,23,3988.84,2,3,3,8,At-Risk,1,0
13415,21,24,4302.3,3,3,4,10,Loyal Customers,0,0
13416,23,25,3947.7200000000003,3,4,3,10,Loyal Customers,0,0
13417,62,26,3995.11,1,4,3,8,At-Risk,1,0
13418,13,26,3653.05,4,4,3,11,Champions,0,0
13419,11,21,4417.92,4,2,4,10,New Customers,3,0
13420,20,29,4054.39,3,5,3,11,Loyal Customers,0,0
13421,3,25,4727.97,5,4,4,13,Champions,0,0
13422,14,21,3110.88,4,2,2,8,New Customers,3,0
13423,24,29,3701.24,3,5,3,11,Loyal Customers,0,0
13424,23,21,3022.1,3,2,2,7,Potential Loyalists,3,0
13425,32,24,4499.33,2,3,4,9,At-Risk,0,0
13426,17,23,4103.03,4,3,4,11,Loyal Customers,3,0
13427,59,25,3559.05,1,4,3,8,At-Risk,1,0
13428,35,20,3520.98,2,2,2,6,Hibernating,3,0
13429,34,19,3061.04,2,1,2,5,Hibernating,2,0
13430,3,19,4146.28,5,1,4,10,New Customers,3,0
13431,50,23,5243.0,1,3,5,9,At-Risk,1,0
13432,3,19,3959.31,5,1,3,9,New Customers,3,0
13433,72,28,4692.01,1,5,4,10,At-Risk,1,0
13434,7,20,5857.61,5,2,5,12,New Customers,0,0
13435,58,20,3074.11,1,2,2,5,Hibernating,2,0
13436,9,28,5135.98,4,5,5,14,Champions,0,0
13437,35,31,4123.12,2,5,4,11,At-Risk,0,0
13438,8,30,4844.05,5,5,5,15,Champions,0,0
13439,4,30,5605.34,5,5,5,15,Champions,5,0
13440,23,21,3356.61,3,2,2,7,Potential Loyalists,3,0
13441,3,24,4010.88,5,3,3,11,Loyal Customers,0,0
13442,56,23,3993.04,1,3,3,7,At-Risk,1,0
13443,9,21,3331.73,4,2,2,8,New Customers,3,0
13444,21,32,6113.67,3,5,5,13,Loyal Customers,5,0
13445,120,14,3182.7200000000003,1,1,2,4,Hibernating,4,1
13446,8,26,4481.02,5,4,4,13,Champions,0,0
13447,3,27,5127.96,5,4,5,14,Champions,0,0
13448,63,17,1881.87,1,1,1,3,Hibernating,2,0
13449,15,20,2579.93,4,2,1,7,New Customers,2,0
13450,14,23,3979.19,4,3,3,10,Loyal Customers,3,0
13451,19,26,3093.14,3,4,2,9,Loyal Customers,3,0
13452,64,27,3682.05,1,4,3,8,At-Risk,1,0
13453,10,21,4468.31,4,2,4,10,New Customers,3,0
13454,15,30,4319.62,4,5,4,13,Champions,0,0
13455,84,20,2445.49,1,2,1,4,Hibernating,4,0
13456,18,22,3453.94,3,2,2,7,Potential Loyalists,3,0
