CustomerID,Country,Segment
13240,Switzerland,New
13241,Spain,Potential
13242,Switzerland,At-Risk
13243,United Kingdom,At-Risk
13244,Belgium,Potential
13245,Switzerland,Champions
13246,United Kingdom,New
13247,United Kingdom,New
13248,Japan,At-Risk
13249,USA,Champions
13250,United Kingdom,At-Risk
13251,United Kingdom,Loyal
13252,United Kingdom,Loyal
13253,Germany,Potential
13254,United Kingdom,New
13255,USA,Hibernating
13256,Japan,New
13257,United Kingdom,New
13258,Netherlands,Champions
13259,United Kingdom,Champions
13260,United Kingdom,Loyal
13261,Switzerland,Hibernating
13262,France,New
13263,Germany,Potential
13264,France,At-Risk
13265,United Kingdom,Potential
13266,Spain,Hibernating
13267,United Kingdom,At-Risk
13268,Germany,At-Risk
13269,United Kingdom,At-Risk
13270,United Kingdom,At-Risk
13271,USA,Champions
13272,United Kingdom,At-Risk
13273,United Kingdom,Loyal
13274,France,Loyal
13275,Netherlands,At-Risk
13276,United Kingdom,Loyal
13277,Switzerland,Potential
13278,Japan,Loyal
13279,United Kingdom,Champions
13280,United Kingdom,At-Risk
13281,Germany,New
13282,United Kingdom,Loyal
13283,United Kingdom,Potential
13284,United Kingdom,At-Risk
13285,USA,Loyal
13286,United Kingdom,Hibernating
13287,USA,Hibernating
13288,United Kingdom,Champions
13289,United Kingdom,New
13290,Belgium,New
13291,Japan,Loyal
13292,United Kingdom,Potential
13293,Germany,Hibernating
13294,United Kingdom,Potential
13295,United Kingdom,At-Risk
13296,USA,Hibernating
13297,Spain,Hibernating
13298,Netherlands,New
13299,United Kingdom,Champions
13300,Netherlands,Champions
13301,United Kingdom,Hibernating
13302,United Kingdom,Champions
13303,United Kingdom,Loyal
13304,United Kingdom,Champions
13305,United Kingdom,Hibernating
13306,France,Hibernating
13307,Germany,At-Risk
13308,United Kingdom,Champions
13309,Germany,New
13310,Spain,Champions
13311,USA,New
13312,United Kingdom,At-Risk
13313,France,Hibernating
13314,USA,Potential
13315,United Kingdom,Loyal
13316,Netherlands,New
13317,United Kingdom,At-Risk
13318,United Kingdom,At-Risk
13319,United Kingdom,New
13320,Australia,Champions
13321,United Kingdom,New
13322,Netherlands,New
13323,Switzerland,At-Risk
13324,United Kingdom,Potential
13325,USA,New
13326,Netherlands,New
13327,United Kingdom,Hibernating
13328,France,Loyal
13329,United Kingdom,New
13330,USA,Hibernating
13331,USA,Champions
13332,Japan,Hibernating
13333,Netherlands,Champions
13334,United Kingdom,Potential
13335,Japan,New
13336,United Kingdom,New
13337,Netherlands,Loyal
13338,United Kingdom,New
13339,United Kingdom,New
13340,United Kingdom,At-Risk
13341,Switzerland,At-Risk
13342,United Kingdom,Potential
13343,United Kingdom,Champions
13344,Belgium,Loyal
13345,United Kingdom,Potential
13346,Switzerland,New
13347,United Kingdom,Potential
13348,Japan,New
13349,United Kingdom,Potential
13350,France,Champions
13351,United Kingdom,At-Risk
13352,United Kingdom,Champions
13353,France,At-Risk
13354,France,Hibernating
13355,United Kingdom,At-Risk
13356,France,New
13357,USA,Champions
13358,United Kingdom,Potential
13359,Germany,At-Risk
13360,United Kingdom,Champions
13361,United Kingdom,New
13362,Australia,Loyal
13363,United Kingdom,Champions
13364,United Kingdom,New
13365,France,At-Risk
13366,United Kingdom,At-Risk
13367,Germany,Champions
13368,Germany,Potential
13369,United Kingdom,Champions
13370,France,Loyal
13371,Germany,At-Risk
13372,Switzerland,Potential
13373,Belgium,At-Risk
13374,Spain,Potential
13375,United Kingdom,Hibernating
13376,France,Loyal
13377,United Kingdom,Hibernating
13378,United Kingdom,New
13379,United Kingdom,Loyal
13380,United Kingdom,Loyal
13381,Germany,Loyal
13382,Belgium,Hibernating
13383,France,Hibernating
13384,Australia,Potential
13385,Germany,Champions
13386,United Kingdom,Champions
13387,United Kingdom,Loyal
13388,Japan,New
13389,United Kingdom,Potential
13390,United Kingdom,New
13391,Japan,Hibernating
13392,Germany,At-Risk
13393,United Kingdom,At-Risk
13394,United Kingdom,Champions
13395,United Kingdom,Potential
13396,United Kingdom,Loyal
13397,United Kingdom,Loyal
13398,United Kingdom,Champions
13399,United Kingdom,Champions
13400,United Kingdom,New
13401,Netherlands,Champions
13402,United Kingdom,Champions
13403,Belgium,Hibernating
13404,France,New
13405,United Kingdom,At-Risk
13406,United Kingdom,At-Risk
13407,Spain,Champions
13408,Belgium,Hibernating
13409,United Kingdom,Loyal
13410,United Kingdom,At-Risk
13411,United Kingdom,Loyal
13412,Australia,At-Risk
13413,USA,At-Risk
13414,United Kingdom,Hibernating
13415,Belgium,Hibernating
13416,United Kingdom,Hibernating
13417,United Kingdom,Hibernating
13418,Belgium,Hibernating
13419,United Kingdom,Loyal
13420,USA,Loyal
13421,Japan,Hibernating
13422,United Kingdom,Potential
13423,United Kingdom,Loyal
13424,Japan,Potential
13425,United Kingdom,Potential
13426,France,New
13427,Spain,Champions
13428,United Kingdom,At-Risk
13429,USA,New
13430,United Kingdom,Loyal
13431,United Kingdom,At-Risk
13432,United Kingdom,Champions
13433,Germany,New
13434,Belgium,Potential
13435,United Kingdom,Potential
13436,United Kingdom,At-Risk
13437,United Kingdom,New
13438,United Kingdom,Hibernating
13439,Netherlands,Potential
13440,USA,New
13441,United Kingdom,New
13442,United Kingdom,New
13443,United Kingdom,Champions
13444,Japan,New
13445,Japan,At-Risk
13446,United Kingdom,Potential
13447,United Kingdom,Champions
13448,United Kingdom,Hibernating
13449,France,Champions
13450,United Kingdom,New
13451,United Kingdom,Hibernating
13452,USA,Potential
13453,Japan,Loyal
13454,United Kingdom,Loyal
13455,United Kingdom,Hibernating
13456,Australia,New
13457,United Kingdom,New
13458,Netherlands,At-Risk
13459,Belgium,Hibernating
13460,France,Potential
13461,USA,At-Risk
13462,United Kingdom,Hibernating
13463,USA,New
13464,Germany,Loyal
13465,Belgium,Champions
13466,United Kingdom,New
13467,United Kingdom,Potential
13468,USA,Champions
13469,United Kingdom,Champions
13470,Switzerland,New
13471,Spain,Loyal
13472,United Kingdom,Potential
13473,United Kingdom,At-Risk
13474,France,Champions
13475,Belgium,Potential
13476,Netherlands,New
13477,Belgium,Loyal
13478,United Kingdom,New
13479,United Kingdom,At-Risk
13480,Germany,Hibernating
13481,Germany,Champions
13482,USA,Champions
13483,United Kingdom,At-Risk
13484,Australia,New
13485,United Kingdom,Champions
13486,United Kingdom,Potential
13487,Australia,At-Risk
13488,Japan,Loyal
13489,United Kingdom,Loyal
13490,United Kingdom,New
13491,United Kingdom,Champions
13492,Germany,New
13493,Spain,Potential
13494,Germany,New
13495,United Kingdom,Loyal
13496,Germany,New
13497,United Kingdom,Hibernating
13498,USA,Hibernating
13499,Spain,At-Risk
13500,United Kingdom,Champions
13501,France,Loyal
13502,Switzerland,At-Risk
13503,Switzerland,Hibernating
13504,United Kingdom,Potential
13505,United Kingdom,Champions
13506,United Kingdom,At-Risk
13507,United Kingdom,Champions
13508,Spain,Loyal
13509,United Kingdom,At-Risk
13510,France,Potential
13511,United Kingdom,At-Risk
13512,United Kingdom,Loyal
13513,United Kingdom,At-Risk
13514,United Kingdom,Potential
13515,Australia,Hibernating
13516,Germany,New
13517,United Kingdom,Potential
13518,United Kingdom,Champions
13519,USA,New
13520,Germany,At-Risk
13521,Germany,New
13522,United Kingdom,Potential
13523,United Kingdom,New
13524,Germany,Potential
13525,United Kingdom,Hibernating
13526,United Kingdom,New
13527,United Kingdom,Potential
13528,Australia,Champions
13529,Australia,Hibernating
13530,United Kingdom,At-Risk
13531,United Kingdom,Hibernating
13532,United Kingdom,Loyal
13533,France,Champions
13534,Netherlands,Hibernating
13535,United Kingdom,At-Risk
13536,United Kingdom,Hibernating
13537,Switzerland,New
13538,United Kingdom,At-Risk
13539,Belgium,Potential
13540,Switzerland,Hibernating
13541,Switzerland,New
13542,Spain,At-Risk
13543,United Kingdom,New
13544,United Kingdom,Hibernating
13545,United Kingdom,Hibernating
13546,United Kingdom,Champions
13547,France,Hibernating
13548,Australia,Hibernating
13549,United Kingdom,Potential
13550,USA,Potential
13551,Japan,At-Risk
13552,Japan,Hibernating
13553,Switzerland,New
13554,Japan,Potential
13555,France,Hibernating
13556,United Kingdom,New
13557,United Kingdom,Loyal
13558,Netherlands,At-Risk
13559,Australia,New
13560,United Kingdom,Champions
13561,France,New
13562,United Kingdom,At-Risk
13563,France,At-Risk
13564,Spain,Loyal
13565,United Kingdom,Champions
13566,United Kingdom,Champions
13567,United Kingdom,At-Risk
13568,United Kingdom,Hibernating
13569,USA,New
13570,France,Champions
13571,United Kingdom,At-Risk
13572,United Kingdom,At-Risk
13573,Belgium,At-Risk
13574,France,Loyal
13575,France,Champions
13576,USA,New
13577,Belgium,Champions
13578,Australia,Champions
13579,United Kingdom,At-Risk
13580,Australia,New
13581,Japan,Potential
13582,France,Champions
13583,United Kingdom,Potential
13584,Australia,Loyal
13585,United Kingdom,Potential
13586,Germany,Champions
13587,Germany,Hibernating
13588,USA,Hibernating
13589,United Kingdom,Champions
13590,United Kingdom,Champions
13591,Belgium,At-Risk
13592,United Kingdom,Hibernating
13593,Netherlands,Potential
13594,Netherlands,New
13595,United Kingdom,Champions
13596,United Kingdom,At-Risk
13597,United Kingdom,At-Risk
13598,Australia,Champions
13599,United Kingdom,At-Risk
13600,Spain,Champions
13601,United Kingdom,New
13602,United Kingdom,Loyal
13603,USA,Loyal
13604,United Kingdom,Potential
13605,United Kingdom,At-Risk
13606,United Kingdom,Hibernating
13607,United Kingdom,Potential
13608,Spain,Champions
13609,Spain,Potential
13610,United Kingdom,Hibernating
13611,United Kingdom,Potential
13612,USA,At-Risk
13613,Japan,Potential
13614,United Kingdom,Loyal
13615,Australia,New
13616,United Kingdom,New
13617,Japan,At-Risk
13618,United Kingdom,Loyal
13619,United Kingdom,Loyal
13620,Japan,Potential
13621,United Kingdom,Potential
13622,United Kingdom,Champions
13623,United Kingdom,Champions
13624,Switzerland,New
13625,United Kingdom,New
13626,Japan,At-Risk
13627,Netherlands,Champions
13628,Switzerland,Potential
13629,United Kingdom,Champions
13630,United Kingdom,Hibernating
13631,Netherlands,Hibernating
13632,Netherlands,New
13633,Spain,Champions
13634,France,Loyal
13635,France,Potential
13636,United Kingdom,New
13637,United Kingdom,At-Risk
13638,United Kingdom,Champions
13639,United Kingdom,Loyal
13640,Germany,Potential
13641,Belgium,Hibernating
13642,Spain,At-Risk
13643,United Kingdom,Potential
13644,United Kingdom,Loyal
13645,Spain,At-Risk
13646,Belgium,Loyal
13647,United Kingdom,At-Risk
13648,United Kingdom,New
13649,USA,Hibernating
13650,United Kingdom,Champions
13651,Japan,Potential
13652,France,Loyal
13653,Japan,New
13654,United Kingdom,Potential
13655,Australia,Champions
13656,United Kingdom,New
13657,France,Loyal
13658,United Kingdom,At-Risk
13659,United Kingdom,Hibernating
13660,United Kingdom,Potential
13661,Germany,New
13662,Switzerland,New
13663,United Kingdom,Potential
13664,United Kingdom,At-Risk
13665,United Kingdom,New
13666,United Kingdom,New
13667,Australia,Hibernating
13668,United Kingdom,At-Risk
13669,Netherlands,Loyal
13670,United Kingdom,New
13671,Belgium,Champions
13672,United Kingdom,At-Risk
13673,United Kingdom,New
13674,Japan,At-Risk
13675,France,Potential
13676,United Kingdom,Champions
13677,United Kingdom,At-Risk
13678,USA,New
13679,Spain,Potential
13680,United Kingdom,New
13681,Netherlands,At-Risk
13682,United Kingdom,Hibernating
13683,United Kingdom,At-Risk
13684,Japan,New
13685,Japan,Hibernating
13686,Japan,Hibernating
13687,Spain,Champions
13688,United Kingdom,Hibernating
13689,France,At-Risk
13690,USA,Potential
13691,United Kingdom,Hibernating
13692,United Kingdom,Loyal
13693,United Kingdom,Hibernating
13694,United Kingdom,At-Risk
13695,Australia,Loyal
13696,United Kingdom,Potential
13697,Germany,Loyal
13698,United Kingdom,At-Risk
13699,United Kingdom,Loyal
13700,United Kingdom,At-Risk
13701,Netherlands,New
13702,United Kingdom,At-Risk
13703,France,At-Risk
13704,Germany,New
13705,Japan,At-Risk
13706,Netherlands,New
13707,Belgium,Loyal
13708,Germany,Potential
13709,France,New
13710,United Kingdom,Loyal
13711,United Kingdom,Loyal
13712,United Kingdom,At-Risk
13713,United Kingdom,New
13714,United Kingdom,New
13715,United Kingdom,At-Risk
13716,USA,Hibernating
13717,United Kingdom,New
13718,United Kingdom,Potential
13719,Australia,Champions
13720,United Kingdom,Loyal
13721,Australia,Loyal
13722,Switzerland,Potential
13723,Germany,At-Risk
13724,Germany,Potential
13725,France,Hibernating
13726,USA,Champions
13727,Germany,Hibernating
13728,United Kingdom,Champions
13729,United Kingdom,New
13730,Spain,At-Risk
13731,United Kingdom,Potential
13732,USA,Champions
13733,United Kingdom,Hibernating
13734,Japan,Champions
13735,Switzerland,Loyal
13736,United Kingdom,New
13737,Switzerland,Potential
13738,United Kingdom,Potential
13739,USA,Hibernating
13740,France,At-Risk
13741,USA,Potential
13742,France,New
13743,United Kingdom,Potential
13744,USA,Hibernating
13745,United Kingdom,Champions
13746,Switzerland,At-Risk
13747,United Kingdom,Champions
13748,Netherlands,Hibernating
13749,USA,New
13750,United Kingdom,At-Risk
13751,United Kingdom,New
13752,United Kingdom,Loyal
13753,United Kingdom,New
13754,United Kingdom,Potential
13755,United Kingdom,At-Risk
13756,United Kingdom,New
13757,Netherlands,At-Risk
13758,Japan,Hibernating
13759,United Kingdom,Potential
13760,United Kingdom,At-Risk
13761,Germany,New
13762,United Kingdom,New
13763,United Kingdom,Hibernating
13764,France,Champions
13765,Netherlands,At-Risk
13766,France,New
13767,France,Champions
13768,United Kingdom,At-Risk
13769,USA,Potential
13770,United Kingdom,Potential
13771,Netherlands,New
13772,Germany,Potential
13773,Germany,At-Risk
13774,United Kingdom,Champions
13775,Japan,New
13776,United Kingdom,Loyal
13777,Spain,At-Risk
13778,Australia,Hibernating
13779,United Kingdom,Hibernating
13780,United Kingdom,Champions
13781,Japan,Hibernating
13782,United Kingdom,New
13783,United Kingdom,New
13784,Spain,Hibernating
13785,Switzerland,At-Risk
13786,United Kingdom,Champions
13787,Belgium,Champions
13788,United Kingdom,Potential
13789,United Kingdom,Loyal
13790,Australia,Champions
13791,United Kingdom,Potential
13792,United Kingdom,Hibernating
13793,Netherlands,Potential
13794,United Kingdom,At-Risk
13795,United Kingdom,Loyal
13796,United Kingdom,Champions
13797,Netherlands,Hibernating
13798,United Kingdom,Potential
13799,United Kingdom,Hibernating
13800,United Kingdom,New
13801,United Kingdom,Loyal
13802,France,New
13803,Spain,Potential
13804,USA,Hibernating
13805,Netherlands,At-Risk
13806,France,Hibernating
13807,United Kingdom,Potential
13808,USA,Potential
13809,United Kingdom,At-Risk
13810,United Kingdom,Loyal
13811,United Kingdom,Champions
13812,Switzerland,Potential
13813,USA,Champions
13814,United Kingdom,Potential
13815,United Kingdom,Loyal
13816,United Kingdom,Potential
13817,Australia,Hibernating
13818,United Kingdom,At-Risk
13819,Belgium,Loyal
13820,United Kingdom,Champions
13821,United Kingdom,Loyal
13822,Netherlands,New
13823,USA,New
13824,United Kingdom,New
13825,France,Loyal
13826,United Kingdom,New
13827,United Kingdom,Champions
13828,United Kingdom,Potential
13829,United Kingdom,New
13830,Australia,Potential
13831,Germany,Potential
13832,Germany,At-Risk
13833,United Kingdom,New
13834,United Kingdom,Hibernating
13835,Netherlands,Potential
13836,Japan,New
13837,United Kingdom,Champions
13838,Germany,New
13839,Germany,Hibernating
13840,United Kingdom,Potential
13841,United Kingdom,New
13842,United Kingdom,Hibernating
13843,Japan,At-Risk
13844,United Kingdom,New
13845,United Kingdom,At-Risk
13846,Netherlands,New
13847,United Kingdom,Loyal
13848,Germany,Hibernating
13849,Japan,At-Risk
13850,Japan,Potential
13851,France,Loyal
13852,Japan,Potential
13853,Netherlands,New
13854,Switzerland,Potential
13855,France,At-Risk
13856,Belgium,Loyal
13857,France,At-Risk
13858,Spain,Champions
13859,Spain,Loyal
13860,United Kingdom,Loyal
13861,France,Champions
13862,Belgium,New
13863,United Kingdom,Loyal
13864,Germany,Champions
13865,United Kingdom,At-Risk
13866,United Kingdom,Loyal
13867,United Kingdom,Hibernating
13868,United Kingdom,Champions
13869,United Kingdom,Champions
13870,France,Champions
13871,Germany,New
13872,United Kingdom,At-Risk
13873,Belgium,Champions
13874,Belgium,Hibernating
13875,United Kingdom,Loyal
13876,Australia,Hibernating
13877,France,Champions
13878,Spain,New
13879,Belgium,Champions
13880,USA,Hibernating
13881,France,Champions
13882,Switzerland,Champions
13883,Germany,Loyal
13884,France,Loyal
13885,Japan,Loyal
13886,Netherlands,Potential
13887,United Kingdom,Hibernating
13888,United Kingdom,Champions
13889,United Kingdom,At-Risk
13890,United Kingdom,Loyal
13891,United Kingdom,Loyal
13892,United Kingdom,New
13893,Belgium,Champions
13894,United Kingdom,New
13895,United Kingdom,Hibernating
13896,United Kingdom,At-Risk
13897,United Kingdom,New
13898,United Kingdom,Potential
13899,United Kingdom,Hibernating
13900,United Kingdom,Loyal
13901,United Kingdom,New
13902,United Kingdom,New
13903,Japan,Hibernating
13904,Belgium,At-Risk
13905,USA,New
13906,United Kingdom,Champions
13907,Netherlands,Hibernating
13908,USA,Champions
13909,United Kingdom,New
13910,USA,Loyal
13911,United Kingdom,New
13912,Netherlands,Potential
13913,Japan,Loyal
13914,Japan,Champions
13915,USA,Potential
13916,Belgium,Hibernating
13917,USA,New
13918,United Kingdom,Potential
13919,Spain,At-Risk
13920,Netherlands,At-Risk
13921,Japan,Champions
13922,Switzerland,Hibernating
13923,France,Loyal
13924,Spain,New
13925,France,Hibernating
13926,France,Hibernating
13927,France,Potential
13928,United Kingdom,Potential
13929,United Kingdom,Loyal
13930,Japan,Champions
13931,United Kingdom,At-Risk
13932,United Kingdom,Potential
13933,Netherlands,Loyal
13934,Germany,Hibernating
13935,United Kingdom,Champions
13936,Germany,At-Risk
13937,Germany,Potential
13938,United Kingdom,Champions
13939,Japan,Hibernating
13940,France,Loyal
13941,Switzerland,At-Risk
13942,Netherlands,Hibernating
13943,United Kingdom,Champions
13944,Australia,At-Risk
13945,France,At-Risk
13946,United Kingdom,Potential
13947,USA,New
13948,United Kingdom,Potential
13949,United Kingdom,At-Risk
13950,USA,Potential
13951,USA,Hibernating
13952,Netherlands,Potential
13953,Spain,Hibernating
13954,United Kingdom,At-Risk
13955,United Kingdom,Potential
13956,Germany,Loyal
13957,Netherlands,Hibernating
13958,Netherlands,Champions
13959,United Kingdom,Hibernating
13960,United Kingdom,At-Risk
13961,United Kingdom,Loyal
13962,Netherlands,New
13963,United Kingdom,Champions
13964,United Kingdom,Loyal
13965,United Kingdom,New
13966,United Kingdom,Potential
13967,Germany,Hibernating
13968,Germany,New
13969,Australia,Hibernating
13970,United Kingdom,New
13971,USA,Potential
13972,Japan,New
13973,Netherlands,New
13974,Switzerland,Loyal
13975,Germany,New
13976,Netherlands,Loyal
13977,USA,Hibernating
13978,Australia,Champions
13979,Spain,New
13980,United Kingdom,Potential
13981,United Kingdom,Hibernating
13982,United Kingdom,Champions
13983,France,New
13984,United Kingdom,At-Risk
13985,Germany,Champions
13986,Germany,Champions
13987,United Kingdom,At-Risk
13988,United Kingdom,New
13989,United Kingdom,Loyal
13990,United Kingdom,Hibernating
13991,United Kingdom,At-Risk
13992,Japan,Loyal
13993,United Kingdom,Potential
13994,United Kingdom,Champions
13995,Germany,Champions
13996,Australia,New
13997,United Kingdom,At-Risk
13998,Germany,At-Risk
13999,Belgium,New
14000,Switzerland,Hibernating
